household_id,chunk_text
HH4530,"Household HH4530 is located in Village_33, Kauru, Kaduna. The respondent is a 23-year-old Female who is Married with an education level of Tertiary. Their main crops include Cassava, Millet, and Groundnut, while they also rear Poultry, Pig, and Poultry. Reported outputs are 787.8364886887116kg in the wet season and 580.327283342967kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Animal cart and the market is 16.7 km away. The main buyer type is Wholesaler."
HH4531,"Household HH4531 is located in Village_16, Jemaa, Kaduna. The respondent is a 46-year-old Female who is Divorced with an education level of Adult Edu.. Their main crops include Millet, Tomato, and Sorghum, while they also rear Cattle, Poultry, and Pig. Reported outputs are 853.6512564117156kg in the wet season and 523.7865493231774kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Motorcycle and the market is 2.89 km away. The main buyer type is Processor."
HH4532,"Household HH4532 is located in Village_37, Igabi, Kaduna. The respondent is a 62-year-old Male who is Divorced with an education level of Quranic. Their main crops include Sorghum, Cassava, and Millet, while they also rear Pig, Sheep, and Sheep. Reported outputs are 698.6333854060424kg in the wet season and 959.7936569658842kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Public vehicle and the market is 0.59 km away. The main buyer type is Retailer."
HH4533,"Household HH4533 is located in Village_91, Lere, Kaduna. The respondent is a 25-year-old Male who is Married with an education level of Tertiary. Their main crops include Soybean, Soybean, and Soybean, while they also rear Poultry, Cattle, and Poultry. Reported outputs are 373.88096642097634kg in the wet season and 726.7470319731291kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Bicycle and the market is 13.89 km away. The main buyer type is Processor."
HH4534,"Household HH4534 is located in Village_42, Zangon Kataf, Kaduna. The respondent is a 30-year-old Male who is Widowed with an education level of Primary. Their main crops include Soybean, Soybean, and Groundnut, while they also rear Cattle, Goat, and Pig. Reported outputs are 668.5062067055642kg in the wet season and 210.4490855208905kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Animal cart and the market is 4.93 km away. The main buyer type is Retailer."
HH4535,"Household HH4535 is located in Village_82, Lau, Kaduna. The respondent is a 23-year-old Male who is Single with an education level of Adult Edu.. Their main crops include Sorghum, Tomato, and Maize, while they also rear Cattle, Poultry, and Goat. Reported outputs are 754.9679614210011kg in the wet season and 287.96453490715413kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Motorcycle and the market is 12.54 km away. The main buyer type is Processor."
HH4536,"Household HH4536 is located in Village_69, Kaura, Kaduna. The respondent is a 50-year-old Male who is Widowed with an education level of Quranic. Their main crops include Groundnut, Cassava, and Groundnut, while they also rear Cattle, Cattle, and Pig. Reported outputs are 979.2920796419792kg in the wet season and 381.99155405036106kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Motorcycle and the market is 3.86 km away. The main buyer type is Retailer."
HH4537,"Household HH4537 is located in Village_72, Kaduna South, Kaduna. The respondent is a 62-year-old Female who is Divorced with an education level of Adult Edu.. Their main crops include Rice, Tomato, and Tomato, while they also rear Sheep, Cattle, and Cattle. Reported outputs are 456.7900109103485kg in the wet season and 518.804766673305kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Bicycle and the market is 16.77 km away. The main buyer type is Assembler."
HH4538,"Household HH4538 is located in Village_64, Soba, Kaduna. The respondent is a 56-year-old Female who is Divorced with an education level of Quranic. Their main crops include Groundnut, Millet, and Groundnut, while they also rear Sheep, Goat, and Pig. Reported outputs are 812.3187630239756kg in the wet season and 228.6790669329557kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Public vehicle and the market is 19.04 km away. The main buyer type is Wholesaler."
HH4539,"Household HH4539 is located in Village_7, Kachia, Kaduna. The respondent is a 34-year-old Female who is Divorced with an education level of Adult Edu.. Their main crops include Maize, Rice, and Tomato, while they also rear Poultry, Pig, and Poultry. Reported outputs are 460.6284180176364kg in the wet season and 330.8384019709753kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Motorcycle and the market is 8.74 km away. The main buyer type is Retailer."
HH4540,"Household HH4540 is located in Village_12, Jemaa, Kaduna. The respondent is a 44-year-old Female who is Married with an education level of Quranic. Their main crops include Cassava, Millet, and Millet, while they also rear Sheep, Goat, and Sheep. Reported outputs are 626.0529023239311kg in the wet season and 599.7542686083955kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Bicycle and the market is 10.69 km away. The main buyer type is Assembler."
HH4541,"Household HH4541 is located in Village_35, Kaduna North, Kaduna. The respondent is a 27-year-old Female who is Divorced with an education level of Adult Edu.. Their main crops include Rice, Soybean, and Millet, while they also rear Sheep, Pig, and Poultry. Reported outputs are 215.28381135499163kg in the wet season and 758.0348484128962kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Public vehicle and the market is 2.72 km away. The main buyer type is Processor."
HH4542,"Household HH4542 is located in Village_96, Kachia, Kaduna. The respondent is a 32-year-old Female who is Widowed with an education level of None. Their main crops include Groundnut, Tomato, and Cassava, while they also rear Poultry, Poultry, and Sheep. Reported outputs are 904.0648779210608kg in the wet season and 802.1085455942034kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Animal cart and the market is 6.57 km away. The main buyer type is Processor."
HH4543,"Household HH4543 is located in Village_2, Kaduna North, Kaduna. The respondent is a 28-year-old Male who is Single with an education level of Quranic. Their main crops include Soybean, Millet, and Sorghum, while they also rear Pig, Cattle, and Pig. Reported outputs are 324.8554037959824kg in the wet season and 388.38383513819633kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Animal cart and the market is 2.45 km away. The main buyer type is Wholesaler."
HH4544,"Household HH4544 is located in Village_11, Jaba, Kaduna. The respondent is a 18-year-old Female who is Married with an education level of Primary. Their main crops include Tomato, Sorghum, and Cassava, while they also rear Goat, Sheep, and Goat. Reported outputs are 985.844960428012kg in the wet season and 434.9896670741017kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Walking and the market is 16.67 km away. The main buyer type is Retailer."
HH4545,"Household HH4545 is located in Village_56, Sanga, Kaduna. The respondent is a 61-year-old Male who is Married with an education level of Tertiary. Their main crops include Groundnut, Tomato, and Cassava, while they also rear Goat, Cattle, and Sheep. Reported outputs are 446.3754328831356kg in the wet season and 248.98347591932247kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Walking and the market is 3.85 km away. The main buyer type is Retailer."
HH4546,"Household HH4546 is located in Village_57, Lere, Kaduna. The respondent is a 57-year-old Female who is Single with an education level of Primary. Their main crops include Maize, Cassava, and Rice, while they also rear Sheep, Pig, and Pig. Reported outputs are 793.0786478006664kg in the wet season and 715.3124502813754kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Motorcycle and the market is 19.89 km away. The main buyer type is Retailer."
HH4547,"Household HH4547 is located in Village_20, Shanga, Kaduna. The respondent is a 35-year-old Female who is Married with an education level of Adult Edu.. Their main crops include Groundnut, Soybean, and Millet, while they also rear Sheep, Poultry, and Pig. Reported outputs are 359.8219420109268kg in the wet season and 983.1849857026926kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Walking and the market is 4.37 km away. The main buyer type is Assembler."
HH4548,"Household HH4548 is located in Village_79, Kaduna South, Kaduna. The respondent is a 62-year-old Male who is Widowed with an education level of Adult Edu.. Their main crops include Rice, Tomato, and Groundnut, while they also rear Cattle, Sheep, and Poultry. Reported outputs are 878.1251380481967kg in the wet season and 794.3043524649732kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Bicycle and the market is 16.91 km away. The main buyer type is Retailer."
HH4549,"Household HH4549 is located in Village_74, Sanga, Kaduna. The respondent is a 29-year-old Female who is Single with an education level of Adult Edu.. Their main crops include Sorghum, Millet, and Soybean, while they also rear Poultry, Poultry, and Cattle. Reported outputs are 452.8406373021187kg in the wet season and 701.8720431477191kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Walking and the market is 8.94 km away. The main buyer type is Retailer."
HH4550,"Household HH4550 is located in Village_9, Zaria, Kaduna. The respondent is a 36-year-old Female who is Divorced with an education level of Quranic. Their main crops include Groundnut, Groundnut, and Maize, while they also rear Goat, Sheep, and Goat. Reported outputs are 347.93128421838713kg in the wet season and 332.20139234115544kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Walking and the market is 18.5 km away. The main buyer type is Wholesaler."
HH4551,"Household HH4551 is located in Village_72, Soba, Kaduna. The respondent is a 65-year-old Male who is Married with an education level of Quranic. Their main crops include Cassava, Millet, and Soybean, while they also rear Cattle, Sheep, and Poultry. Reported outputs are 547.2546538303075kg in the wet season and 438.5797974363314kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Bicycle and the market is 5.53 km away. The main buyer type is Retailer."
HH4552,"Household HH4552 is located in Village_92, Kachia, Kaduna. The respondent is a 18-year-old Female who is Married with an education level of None. Their main crops include Rice, Soybean, and Cassava, while they also rear Pig, Poultry, and Goat. Reported outputs are 356.15268897633973kg in the wet season and 235.21526950296555kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Motorcycle and the market is 17.1 km away. The main buyer type is Wholesaler."
HH4553,"Household HH4553 is located in Village_12, Kudan, Kaduna. The respondent is a 23-year-old Male who is Single with an education level of Tertiary. Their main crops include Soybean, Millet, and Maize, while they also rear Poultry, Cattle, and Poultry. Reported outputs are 840.0471069307721kg in the wet season and 434.7790068063407kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Bicycle and the market is 8.13 km away. The main buyer type is Processor."
HH4554,"Household HH4554 is located in Village_63, Sabon Gari, Kaduna. The respondent is a 56-year-old Female who is Widowed with an education level of None. Their main crops include Sorghum, Maize, and Maize, while they also rear Cattle, Goat, and Poultry. Reported outputs are 936.3735394846118kg in the wet season and 967.8293881394228kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Motorcycle and the market is 12.81 km away. The main buyer type is Retailer."
HH4555,"Household HH4555 is located in Village_34, Sanga, Kaduna. The respondent is a 29-year-old Male who is Single with an education level of Tertiary. Their main crops include Groundnut, Soybean, and Groundnut, while they also rear Goat, Sheep, and Poultry. Reported outputs are 387.2585790476775kg in the wet season and 787.7609030260289kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Bicycle and the market is 16.4 km away. The main buyer type is Processor."
HH4556,"Household HH4556 is located in Village_55, Jemaa, Kaduna. The respondent is a 36-year-old Female who is Widowed with an education level of Primary. Their main crops include Millet, Groundnut, and Maize, while they also rear Cattle, Poultry, and Pig. Reported outputs are 307.5091703874515kg in the wet season and 490.398899045677kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Public vehicle and the market is 9.31 km away. The main buyer type is Wholesaler."
HH4557,"Household HH4557 is located in Village_34, Kaduna South, Kaduna. The respondent is a 44-year-old Male who is Widowed with an education level of Quranic. Their main crops include Rice, Millet, and Maize, while they also rear Poultry, Poultry, and Cattle. Reported outputs are 853.5983144256913kg in the wet season and 796.9243553586393kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Bicycle and the market is 10.55 km away. The main buyer type is Retailer."
HH4558,"Household HH4558 is located in Village_91, Kaduna North, Kaduna. The respondent is a 34-year-old Male who is Widowed with an education level of None. Their main crops include Millet, Soybean, and Millet, while they also rear Sheep, Goat, and Goat. Reported outputs are 203.6265694627617kg in the wet season and 602.7368521406645kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Animal cart and the market is 3.82 km away. The main buyer type is Processor."
HH4559,"Household HH4559 is located in Village_93, Jemaa, Kaduna. The respondent is a 26-year-old Male who is Married with an education level of Tertiary. Their main crops include Tomato, Rice, and Groundnut, while they also rear Sheep, Cattle, and Sheep. Reported outputs are 209.85159684551712kg in the wet season and 576.0993481303562kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Public vehicle and the market is 6.89 km away. The main buyer type is Processor."
HH4560,"Household HH4560 is located in Village_4, Kudan, Kaduna. The respondent is a 46-year-old Female who is Single with an education level of Primary. Their main crops include Millet, Soybean, and Soybean, while they also rear Pig, Cattle, and Cattle. Reported outputs are 841.4853544995545kg in the wet season and 242.70238963588264kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Public vehicle and the market is 5.14 km away. The main buyer type is Assembler."
HH4561,"Household HH4561 is located in Village_8, Zaria, Kaduna. The respondent is a 18-year-old Male who is Widowed with an education level of Adult Edu.. Their main crops include Maize, Rice, and Maize, while they also rear Cattle, Sheep, and Pig. Reported outputs are 879.1025450151976kg in the wet season and 365.889366983772kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Animal cart and the market is 4.67 km away. The main buyer type is Assembler."
HH4562,"Household HH4562 is located in Village_14, Makarfi, Kaduna. The respondent is a 50-year-old Female who is Widowed with an education level of Quranic. Their main crops include Rice, Sorghum, and Rice, while they also rear Goat, Goat, and Cattle. Reported outputs are 497.0625056766357kg in the wet season and 521.0387838639444kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Bicycle and the market is 6.86 km away. The main buyer type is Assembler."
HH4563,"Household HH4563 is located in Village_83, Zaria, Kaduna. The respondent is a 45-year-old Male who is Widowed with an education level of Quranic. Their main crops include Tomato, Groundnut, and Sorghum, while they also rear Pig, Goat, and Goat. Reported outputs are 794.2083764363241kg in the wet season and 233.00156148356623kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Public vehicle and the market is 11.66 km away. The main buyer type is Wholesaler."
HH4564,"Household HH4564 is located in Village_14, Sanga, Kaduna. The respondent is a 59-year-old Male who is Divorced with an education level of Adult Edu.. Their main crops include Sorghum, Maize, and Sorghum, while they also rear Poultry, Pig, and Goat. Reported outputs are 584.4365554857259kg in the wet season and 899.8563726402042kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Public vehicle and the market is 14.35 km away. The main buyer type is Wholesaler."
HH4565,"Household HH4565 is located in Village_47, Kaura, Kaduna. The respondent is a 51-year-old Male who is Single with an education level of Secondary. Their main crops include Groundnut, Tomato, and Millet, while they also rear Goat, Cattle, and Cattle. Reported outputs are 358.92781375273336kg in the wet season and 993.2145418343732kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Public vehicle and the market is 16.89 km away. The main buyer type is Wholesaler."
HH4566,"Household HH4566 is located in Village_30, Kaura, Kaduna. The respondent is a 34-year-old Male who is Single with an education level of Quranic. Their main crops include Millet, Cassava, and Sorghum, while they also rear Pig, Poultry, and Sheep. Reported outputs are 935.5719009734568kg in the wet season and 341.89553894599464kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Animal cart and the market is 8.47 km away. The main buyer type is Assembler."
HH4567,"Household HH4567 is located in Village_32, Makarfi, Kaduna. The respondent is a 57-year-old Male who is Widowed with an education level of Quranic. Their main crops include Groundnut, Millet, and Soybean, while they also rear Pig, Sheep, and Sheep. Reported outputs are 539.5965755429759kg in the wet season and 595.5255935614607kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Animal cart and the market is 7.49 km away. The main buyer type is Retailer."
HH4568,"Household HH4568 is located in Village_25, Birnin Gwari, Kaduna. The respondent is a 40-year-old Female who is Single with an education level of Primary. Their main crops include Sorghum, Sorghum, and Maize, while they also rear Poultry, Poultry, and Pig. Reported outputs are 411.4324146242635kg in the wet season and 756.7527735347243kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Motorcycle and the market is 2.68 km away. The main buyer type is Retailer."
HH4569,"Household HH4569 is located in Village_58, Sanga, Kaduna. The respondent is a 61-year-old Male who is Single with an education level of Secondary. Their main crops include Cassava, Groundnut, and Millet, while they also rear Poultry, Sheep, and Sheep. Reported outputs are 543.3472972110355kg in the wet season and 364.801181831326kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Bicycle and the market is 5.62 km away. The main buyer type is Retailer."
HH4570,"Household HH4570 is located in Village_61, Lere, Kaduna. The respondent is a 48-year-old Female who is Single with an education level of Secondary. Their main crops include Millet, Maize, and Maize, while they also rear Sheep, Cattle, and Pig. Reported outputs are 471.2020003206301kg in the wet season and 765.0195378730505kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Bicycle and the market is 16.85 km away. The main buyer type is Retailer."
HH4571,"Household HH4571 is located in Village_8, Igabi, Kaduna. The respondent is a 54-year-old Female who is Single with an education level of Secondary. Their main crops include Tomato, Cassava, and Cassava, while they also rear Cattle, Goat, and Pig. Reported outputs are 741.1275320546475kg in the wet season and 851.9122884678718kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Public vehicle and the market is 11.11 km away. The main buyer type is Wholesaler."
HH4572,"Household HH4572 is located in Village_28, Lau, Kaduna. The respondent is a 26-year-old Male who is Single with an education level of Primary. Their main crops include Soybean, Maize, and Millet, while they also rear Goat, Pig, and Goat. Reported outputs are 387.44912598713296kg in the wet season and 220.26368734616648kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Motorcycle and the market is 2.56 km away. The main buyer type is Retailer."
HH4573,"Household HH4573 is located in Village_56, Kafanchan, Kaduna. The respondent is a 43-year-old Male who is Divorced with an education level of Secondary. Their main crops include Millet, Cassava, and Rice, while they also rear Poultry, Goat, and Pig. Reported outputs are 508.7581248282752kg in the wet season and 355.978100330807kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Public vehicle and the market is 10.46 km away. The main buyer type is Processor."
HH4574,"Household HH4574 is located in Village_41, Makarfi, Kaduna. The respondent is a 42-year-old Female who is Single with an education level of Adult Edu.. Their main crops include Groundnut, Groundnut, and Millet, while they also rear Pig, Goat, and Poultry. Reported outputs are 850.7589102830034kg in the wet season and 202.1133673232482kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Walking and the market is 12.04 km away. The main buyer type is Processor."
HH4575,"Household HH4575 is located in Village_26, Soba, Kaduna. The respondent is a 21-year-old Female who is Single with an education level of Primary. Their main crops include Sorghum, Maize, and Groundnut, while they also rear Pig, Pig, and Poultry. Reported outputs are 437.0544083930356kg in the wet season and 897.8691772919418kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Public vehicle and the market is 18.26 km away. The main buyer type is Retailer."
HH4576,"Household HH4576 is located in Village_38, Kaduna South, Kaduna. The respondent is a 39-year-old Male who is Widowed with an education level of Quranic. Their main crops include Rice, Tomato, and Cassava, while they also rear Goat, Cattle, and Poultry. Reported outputs are 661.3226228057229kg in the wet season and 418.211048293678kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Motorcycle and the market is 9.56 km away. The main buyer type is Wholesaler."
HH4577,"Household HH4577 is located in Village_52, Lau, Kaduna. The respondent is a 62-year-old Female who is Widowed with an education level of Quranic. Their main crops include Maize, Maize, and Sorghum, while they also rear Sheep, Sheep, and Goat. Reported outputs are 458.8201966495511kg in the wet season and 781.7425000356527kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Public vehicle and the market is 5.54 km away. The main buyer type is Processor."
HH4578,"Household HH4578 is located in Village_65, Sanga, Kaduna. The respondent is a 36-year-old Male who is Single with an education level of Secondary. Their main crops include Rice, Tomato, and Rice, while they also rear Goat, Poultry, and Poultry. Reported outputs are 541.9326080829355kg in the wet season and 476.6724223495361kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Animal cart and the market is 1.02 km away. The main buyer type is Processor."
HH4579,"Household HH4579 is located in Village_20, Sabon Gari, Kaduna. The respondent is a 49-year-old Female who is Married with an education level of Adult Edu.. Their main crops include Rice, Tomato, and Millet, while they also rear Goat, Pig, and Pig. Reported outputs are 718.8893719156281kg in the wet season and 763.387514566926kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Walking and the market is 19.12 km away. The main buyer type is Assembler."
HH4580,"Household HH4580 is located in Village_83, Kachia, Kaduna. The respondent is a 40-year-old Female who is Married with an education level of None. Their main crops include Cassava, Tomato, and Maize, while they also rear Sheep, Cattle, and Pig. Reported outputs are 304.18782177890705kg in the wet season and 370.14751175671495kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Public vehicle and the market is 9.2 km away. The main buyer type is Retailer."
HH4581,"Household HH4581 is located in Village_21, Kaduna North, Kaduna. The respondent is a 31-year-old Male who is Married with an education level of Adult Edu.. Their main crops include Cassava, Soybean, and Rice, while they also rear Cattle, Pig, and Poultry. Reported outputs are 605.0091257009008kg in the wet season and 261.48403947622387kg in the dry season. Irrigation is sourced from Borehole. The farmer has received training. Market access is via Motorcycle and the market is 18.54 km away. The main buyer type is Processor."
HH4582,"Household HH4582 is located in Village_76, Soba, Kaduna. The respondent is a 53-year-old Male who is Widowed with an education level of None. Their main crops include Sorghum, Rice, and Millet, while they also rear Poultry, Cattle, and Sheep. Reported outputs are 513.7366748141668kg in the wet season and 369.5227652362644kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Motorcycle and the market is 10.24 km away. The main buyer type is Assembler."
HH4583,"Household HH4583 is located in Village_27, Jemaa, Kaduna. The respondent is a 48-year-old Female who is Divorced with an education level of None. Their main crops include Tomato, Maize, and Groundnut, while they also rear Cattle, Pig, and Cattle. Reported outputs are 672.7895041287461kg in the wet season and 306.45889624568736kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Motorcycle and the market is 14.32 km away. The main buyer type is Assembler."
HH4584,"Household HH4584 is located in Village_75, Zaria, Kaduna. The respondent is a 31-year-old Female who is Married with an education level of Adult Edu.. Their main crops include Millet, Sorghum, and Soybean, while they also rear Poultry, Cattle, and Cattle. Reported outputs are 833.3358861585068kg in the wet season and 273.6388828463237kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Motorcycle and the market is 10.46 km away. The main buyer type is Processor."
HH4585,"Household HH4585 is located in Village_11, Kachia, Kaduna. The respondent is a 42-year-old Male who is Married with an education level of None. Their main crops include Tomato, Rice, and Maize, while they also rear Pig, Poultry, and Pig. Reported outputs are 971.8146468976134kg in the wet season and 737.4545428683667kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Motorcycle and the market is 14.11 km away. The main buyer type is Processor."
HH4586,"Household HH4586 is located in Village_35, Kafanchan, Kaduna. The respondent is a 29-year-old Female who is Married with an education level of Primary. Their main crops include Soybean, Soybean, and Maize, while they also rear Goat, Goat, and Sheep. Reported outputs are 528.6464177450586kg in the wet season and 352.23680971623344kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Walking and the market is 4.33 km away. The main buyer type is Wholesaler."
HH4587,"Household HH4587 is located in Village_2, Zangon Kataf, Kaduna. The respondent is a 42-year-old Male who is Single with an education level of Secondary. Their main crops include Millet, Tomato, and Cassava, while they also rear Poultry, Goat, and Pig. Reported outputs are 439.6470168470271kg in the wet season and 894.9201415993235kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Public vehicle and the market is 1.49 km away. The main buyer type is Processor."
HH4588,"Household HH4588 is located in Village_42, Jemaa, Kaduna. The respondent is a 34-year-old Male who is Married with an education level of Quranic. Their main crops include Maize, Maize, and Sorghum, while they also rear Pig, Sheep, and Sheep. Reported outputs are 976.6701926971084kg in the wet season and 234.1455332678676kg in the dry season. Irrigation is sourced from River. The farmer has received training. Market access is via Animal cart and the market is 11.82 km away. The main buyer type is Assembler."
HH4589,"Household HH4589 is located in Village_88, Zangon Kataf, Kaduna. The respondent is a 42-year-old Male who is Divorced with an education level of Tertiary. Their main crops include Tomato, Tomato, and Tomato, while they also rear Goat, Sheep, and Goat. Reported outputs are 253.6813250658413kg in the wet season and 306.730937933503kg in the dry season. Irrigation is sourced from Borehole. The farmer has not received training. Market access is via Bicycle and the market is 9.02 km away. The main buyer type is Retailer."
HH4590,"Household HH4590 is located in Village_76, Shanga, Kaduna. The respondent is a 24-year-old Male who is Widowed with an education level of Primary. Their main crops include Soybean, Millet, and Millet, while they also rear Cattle, Goat, and Sheep. Reported outputs are 402.867943300876kg in the wet season and 374.9382314643996kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Walking and the market is 15.23 km away. The main buyer type is Wholesaler."
HH4591,"Household HH4591 is located in Village_93, Lau, Kaduna. The respondent is a 60-year-old Male who is Divorced with an education level of Quranic. Their main crops include Maize, Soybean, and Millet, while they also rear Goat, Cattle, and Sheep. Reported outputs are 298.22813314046164kg in the wet season and 372.6200618403269kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Bicycle and the market is 12.2 km away. The main buyer type is Retailer."
HH4592,"Household HH4592 is located in Village_72, Jaba, Kaduna. The respondent is a 24-year-old Male who is Single with an education level of Secondary. Their main crops include Sorghum, Groundnut, and Groundnut, while they also rear Pig, Pig, and Poultry. Reported outputs are 848.3719588070144kg in the wet season and 645.0487865694997kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Walking and the market is 3.64 km away. The main buyer type is Processor."
HH4593,"Household HH4593 is located in Village_53, Kaura, Kaduna. The respondent is a 54-year-old Male who is Widowed with an education level of Quranic. Their main crops include Soybean, Rice, and Soybean, while they also rear Goat, Poultry, and Cattle. Reported outputs are 297.07774168437624kg in the wet season and 804.0803808688186kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Public vehicle and the market is 5.18 km away. The main buyer type is Processor."
HH4594,"Household HH4594 is located in Village_5, Sabon Gari, Kaduna. The respondent is a 24-year-old Female who is Single with an education level of Primary. Their main crops include Soybean, Maize, and Groundnut, while they also rear Sheep, Poultry, and Sheep. Reported outputs are 768.2083262956089kg in the wet season and 794.6370202850563kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Animal cart and the market is 7.04 km away. The main buyer type is Processor."
HH4595,"Household HH4595 is located in Village_98, Sanga, Kaduna. The respondent is a 44-year-old Female who is Married with an education level of Secondary. Their main crops include Millet, Millet, and Tomato, while they also rear Cattle, Poultry, and Poultry. Reported outputs are 485.13330192499257kg in the wet season and 807.7904579508396kg in the dry season. Irrigation is sourced from None. The farmer has received training. Market access is via Bicycle and the market is 2.39 km away. The main buyer type is Processor."
HH4596,"Household HH4596 is located in Village_10, Zangon Kataf, Kaduna. The respondent is a 65-year-old Male who is Single with an education level of Secondary. Their main crops include Tomato, Sorghum, and Soybean, while they also rear Sheep, Pig, and Poultry. Reported outputs are 656.0644631706487kg in the wet season and 962.8023757486852kg in the dry season. Irrigation is sourced from None. The farmer has not received training. Market access is via Animal cart and the market is 12.24 km away. The main buyer type is Retailer."
HH4597,"Household HH4597 is located in Village_54, Kaduna North, Kaduna. The respondent is a 44-year-old Male who is Divorced with an education level of Tertiary. Their main crops include Tomato, Rice, and Rice, while they also rear Sheep, Poultry, and Cattle. Reported outputs are 382.03222945810376kg in the wet season and 837.5120508251786kg in the dry season. Irrigation is sourced from River. The farmer has not received training. Market access is via Motorcycle and the market is 10.12 km away. The main buyer type is Processor."
HH4598,"Household HH4598 is located in Village_12, Kaduna South, Kaduna. The respondent is a 34-year-old Male who is Divorced with an education level of Primary. Their main crops include Tomato, Rice, and Groundnut, while they also rear Pig, Sheep, and Goat. Reported outputs are 773.5164902140525kg in the wet season and 325.81343662841016kg in the dry season. Irrigation is sourced from Dam. The farmer has not received training. Market access is via Public vehicle and the market is 19.1 km away. The main buyer type is Processor."
HH4599,"Household HH4599 is located in Village_20, Sokoto, Kaduna. The respondent is a 33-year-old Female who is Single with an education level of Tertiary. Their main crops include Groundnut, Rice, and Tomato, while they also rear Poultry, Sheep, and Cattle. Reported outputs are 848.0073579920255kg in the wet season and 333.87377451403563kg in the dry season. Irrigation is sourced from Dam. The farmer has received training. Market access is via Public vehicle and the market is 18.54 km away. The main buyer type is Wholesaler."
